,Neighborhood,Price
1739,"Central Maverick Square - Paris Street, East Boston, Boston","$2,500"
1740,"East Cambridge, Cambridge","$3,939"
1741,"Crescent Beach, Revere","$2,875"
1742,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,800"
1743,"Downtown Boston, Boston","$3,979"
1744,"Chinatown - Leather District, Boston","$3,932"
1745,"North End, Boston","$3,175"
1746,"Prattville, Chelsea","$2,365"
1747,"Highlands, Lowell","$1,495"
1748,"Salem Neck, Salem","$1,700"
1749,"Coolidge Corner, Boston","$3,200"
1750,"Coolidge Corner, Boston","$3,100"
1751,"St. Elizabeth's, Brighton, Boston","$2,100"
1752,"Commonwealth, Brighton, Boston","$1,700"
1753,"Commonwealth, Brighton, Boston","$1,825"
1754,"Coolidge Corner, Boston","$3,300"
1755,"Brookline Village, Brookline","$4,400"
1756,"Washington Square, Brookline","$2,700"
1757,"Coolidge Corner, Brookline","$2,950"
1758,"Coolidge Corner, Brookline","$3,800"
1759,"Kendall Square, Cambridge","$3,029"
1760,"Oak Square, Brighton, Boston","$3,000"
1761,"West End, Boston","$2,800"
1762,"Spring Hill, Somerville","$2,550"
1763,"Mission Hill, Boston","$1,525"
1764,"Jamaica Central - South Sumner, Jamaica Plain, Boston","$2,300"
1765,"Mission Hill, Boston","$2,500"
1766,"Mission Hill, Boston","$3,750"
1767,"Oak Square, Brighton, Boston","$2,400"
1768,"East Somerville, Boston","$2,359"
1769,"East Somerville, Boston","$2,300"
1770,"Prudential - St. Botolph, Back Bay, Boston","$1,540"
1771,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,300"
1772,"Downtown Boston, Boston","$4,550"
1773,"Prudential - St. Botolph, Back Bay, Boston","$3,880"
1774,"Prudential - St. Botolph, Back Bay, Boston","$4,699"
1775,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,504"
1776,"Prudential - St. Botolph, Back Bay, Boston","$7,890"
1777,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$11,900"
1778,"Crescent Beach, Revere","$2,250"
1779,"Allston, Boston","$1,850"
1780,"Wellington - Harrington, Cambridge","$2,600"
1781,"Mission Hill, Boston","$2,500"
1782,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,150"
1783,"Coolidge Corner, Brookline","$4,000"
1784,"Washington Square, Brookline","$3,300"
1785,"St. Elizabeth's, Brighton, Boston","$3,700"
1786,"Commonwealth, Brighton, Boston","$1,925"
1787,"Prudential - St. Botolph, Back Bay, Boston","$1,800"
1788,"Jamaica Central - South Sumner, Jamaica Plain, Boston","$3,000"
1789,"Mission Hill, Boston","$4,950"
1790,"Lower Roxbury, Roxbury, Boston","$2,200"
1791,"West End, Boston","$1,950"
1792,"Allston, Boston","$2,325"
1793,"Oak Square, Brighton, Boston","$1,975"
1794,"Beacon Hill, Boston","$1,895"
1795,"Bay Village, Boston","$2,795"
1796,"West Revere, Malden","$2,234"
1797,"Prattville, Chelsea","$1,980"
1798,Norwood,"$1,700"
1799,"Cambridgeport, Cambridge","$2,100"
1800,"South Salem, Salem","$1,795"
1801,"Oak Square, Brighton, Boston","$3,450"
1802,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,300"
1803,"Washington Square, Brookline","$2,725"
1804,"Brookline Village, Brookline","$3,600"
1805,"Mid-Cambridge, Cambridge","$2,400"
1806,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,550"
1807,"St. Elizabeth's, Brighton, Boston","$1,850"
1808,"Beacon Hill, Boston","$1,750"
1809,"D Street - West Broadway, South Boston, Boston","$3,659"
1810,"Downtown Boston, Boston","$3,400"
1811,"East Cambridge, Cambridge","$3,823"
1812,"Commonwealth, Brighton, Boston","$3,645"
1813,"East Somerville, Boston","$2,300"
1814,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,792"
1815,"Wellington, Medford","$2,896"
1816,"Seaport District, D Street - West Broadway, South Boston, Boston","$4,842"
1817,"Malden Center, Malden","$2,750"
1818,"Back Bay East, Back Bay, Boston","$1,895"
1819,"Oak Grove - Pine Banks, Melrose","$3,771"
1820,"Wellington, Medford","$2,311"
1821,"Back Bay East, Back Bay, Boston","$13,000"
1822,"St. Elizabeth's, Brighton, Boston","$2,400"
1823,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$11,900"
1824,"Prudential - St. Botolph, Back Bay, Boston","$4,305"
1825,"Jamaica Central - South Sumner, Jamaica Plain, Boston","$4,650"
1826,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,500"
1827,"Wyoming, Melrose","$1,750"
1828,"Downtown Boston, Boston","$3,400"
1829,"East Cambridge, Cambridge","$3,200"
1830,Dedham,"$1,828"
1831,Andover,"$2,305"
1832,"St. Elizabeth's, Brighton, Boston","$1,750"
1833,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,300"
1834,"D Street - West Broadway, South Boston, Boston","$3,350"
1835,"East Weymouth, Weymouth Town","$1,672"
1836,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,300"
1837,"Oak Square, Brighton, Boston","$1,950"
1838,"North End, Boston","$3,335"
1839,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,937"
1840,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$4,314"
1841,"North Cambridge, Cambridge","$2,460"
1842,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,300"
1843,"Columbus, South End, Boston","$2,900"
1844,"Bank Square, Waltham","$3,000"
1845,"Wellington Hill, Greater Mattapan, Boston","$1,500"
1846,"Columbus, South End, Boston","$1,795"
1847,"Commonwealth, Brighton, Boston","$2,225"
1848,"Newton Corner, Newton","$2,350"
1849,"East Cambridge, Cambridge","$6,369"
1850,"Seaport District, D Street - West Broadway, South Boston, Boston","$8,662"
1851,"Prudential - St. Botolph, Back Bay, Boston","$7,930"
1852,"St. Elizabeth's, Brighton, Boston","$3,100"
1853,"Beachmont, Revere","$1,500"
1854,Randolph,"$2,200"
1855,"Mount Vernon, Lawrence","$1,265"
1856,"Cambridgeport, Cambridge","$3,500"
1857,"Oak Square, Brighton, Boston","$2,750"
1858,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,079"
1859,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,795"
1860,"Seaport District, D Street - West Broadway, South Boston, Boston","$5,005"
1861,"Allston, Boston","$3,600"
1862,"Harrison Lenox, South End, Boston","$3,325"
1863,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,675"
1864,"Washington Square, Brookline","$6,000"
1865,"Strawberry Hill, Cambridge","$4,200"
1866,"Commonwealth, Brighton, Boston","$1,750"
1867,"North End, Boston","$2,875"
1868,"Lower Roxbury, Roxbury, Boston","$3,000"
1869,"Medford Street - The Neck, Charlestown, Boston","$2,532"
1870,"Coolidge Corner, Boston","$4,250"
1871,"Cambridgeport, Cambridge","$4,500"
1872,"East Cambridge, Cambridge","$3,757"
1873,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,410"
1874,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$4,175"
1875,"Riverside, Cambridge","$3,500"
1876,"North Cambridge, Cambridge","$3,409"
1877,"Downtown Boston, Boston","$5,200"
1878,"Bay Village, Boston","$1,530"
1879,"Thompson Square - Bunker Hill, Charlestown, Boston","$5,665"
1880,"Columbus Park - Andrew Square, South Boston, Boston","$2,200"
1881,"West Revere, Revere","$1,225"
1882,"Mission Hill, Boston","$5,200"
1883,"Thompsonville, Newton","$3,120"
1884,"Thompsonville, Newton","$3,050"
1885,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,785"
1886,"Upper Washington - Spring Street, West Roxbury, Boston","$2,115"
1887,"Mission Hill, Boston","$3,400"
1888,"Chinatown - Leather District, Boston","$4,650"
1889,"Downtown Boston, Boston","$3,618"
1890,"Downtown Boston, Boston","$3,667"
1891,"Downtown Boston, Boston","$3,667"
1892,"West End, Boston","$3,100"
1893,"East Cambridge, Cambridge","$2,833"
1894,"North End, Boston","$2,800"
1895,Beverly,"$2,100"
1896,"Central Maverick Square - Paris Street, East Boston, Boston","$2,395"
1897,"Seaport District, D Street - West Broadway, South Boston, Boston","$4,430"
1898,Norwood,"$1,995"
1899,North Andover,"$2,234"
1900,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,725"
1901,"Coolidge Corner, Brookline","$2,330"
1902,"Seaport District, D Street - West Broadway, South Boston, Boston","$2,870"
1903,Needham,"$1,700"
1904,"General Donovan, Lawrence","$1,450"
1905,"North End, Boston","$3,000"
1906,"Shawmut, South End, Boston","$2,793"
1907,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$4,577"
1908,"Colonial Heights, Lawrence","$1,499"
1909,"Columbia Point, Dorchester, Boston","$5,057"
1910,"Oak Square, Brighton, Boston","$2,700"
1911,"Mission Hill, Boston","$4,500"
1912,"Newton Upper Falls, Newton","$2,500"
1913,"St. Elizabeth's, Brighton, Boston","$2,850"
1914,"Mission Hill, Boston","$5,100"
1915,"Kendall Square, Cambridge","$2,760"
1916,"Kendall Square, Cambridge","$3,225"
1917,"Kendall Square, Cambridge","$2,610"
1918,"Downtown Boston, Boston","$5,000"
1919,Andover,"$1,500"
1920,"Allston, Boston","$2,275"
1921,"Davis Square, Somerville","$1,750"
1922,"Chinatown - Leather District, Boston","$3,561"
1923,"Bay Village, Boston","$3,825"
1924,"Thompson Square - Bunker Hill, Charlestown, Boston","$4,965"
1925,"South Medford, Medford","$3,400"
1926,"Commonwealth, Brighton, Boston","$1,825"
1927,"Commonwealth, Brighton, Boston","$1,775"
1928,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,342"
1929,"North End, Boston","$2,600"
1930,"East Somerville, Boston","$2,450"
1931,"East Somerville, Boston","$3,100"
1932,"East Somerville, Boston","$2,600"
1933,"Commonwealth, Brighton, Boston","$4,350"
1934,"Lower Mystic Basin, Everett","$2,584"
1935,"Shakerhill, Woburn","$1,545"
1936,"Downtown Boston, Boston","$3,800"
1937,"Commonwealth, Brighton, Boston","$3,585"
1938,"Commonwealth, Brighton, Boston","$5,499"
1939,"Downtown Boston, Boston","$5,707"
1940,Wakefield,"$3,100"
1941,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,785"
1942,"Fields Corner West, Dorchester, Boston","$2,700"
1943,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,950"
1944,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,795"
1945,"Strawberry Hill, Cambridge","$2,583"
1946,"Strawberry Hill, Cambridge","$3,117"
1947,"Strawberry Hill, Cambridge","$2,584"
1948,"Harrison Lenox, South End, Boston","$3,400"
1949,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,300"
1950,"Medford Street - The Neck, Charlestown, Boston","$3,350"
1951,"Back Bay East, Back Bay, Boston","$2,700"
1952,"Medical Center Area, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,915"
1953,"Strawberry Hill, Cambridge","$2,559"
1954,"Allston, Boston","$2,025"
1955,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$5,126"
1956,"Commonwealth, Brighton, Boston","$1,550"
1957,"Medical Center Area, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,915"
1958,"Columbia Point, Dorchester, Boston","$2,474"
1959,"Mount Vernon, Lawrence","$1,360"
1960,"Coolidge Corner, Brookline","$3,100"
1961,"Mission Hill, Boston","$1,695"
1962,"Coolidge Corner, Boston","$3,200"
1963,"Commonwealth, Brighton, Boston","$1,700"
1964,"Oak Square, Brighton, Boston","$2,500"
1965,"Prudential - St. Botolph, Back Bay, Boston","$5,800"
1966,"St. Elizabeth's, Brighton, Boston","$2,995"
1967,"North End, Boston","$2,875"
1968,Norwood,"$2,585"
1969,"D Street - West Broadway, South Boston, Boston","$2,942"
1970,"Commonwealth, Brighton, Boston","$2,450"
1971,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,750"
1972,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,725"
1973,"Harrison Lenox, South End, Boston","$4,000"
1974,"Harrison Lenox, South End, Boston","$3,350"
1975,"Harrison Lenox, South End, Boston","$2,900"
1976,"Harrison Lenox, South End, Boston","$3,350"
1977,"Harrison Lenox, South End, Boston","$3,400"
1978,"Prospect Hill, Somerville","$2,615"
1979,"Strawberry Hill, Cambridge","$3,000"
1980,"Strawberry Hill, Cambridge","$2,968"
1981,"Hyde Square, Jamaica Plain, Boston","$2,550"
1982,"Jeffries Point - Airport, East Boston, Boston","$3,500"
1983,"Thompson Square - Bunker Hill, Charlestown, Boston","$3,375"
1984,"Walpole, Community, Walpole","$1,600"
1985,"Commonwealth, Brighton, Boston","$2,050"
1986,"North End, Boston","$4,660"
1987,"St. Elizabeth's, Brighton, Boston","$1,950"
1988,"St. Elizabeth's, Brighton, Boston","$1,800"
1989,"Jamaica Central - South Sumner, Jamaica Plain, Boston","$2,500"
1990,Canton,"$1,916"
1991,"Columbia Point, Dorchester, Boston","$3,730"
1992,"Davis Square, Somerville","$1,750"
1993,"North Allston, Allston, Boston","$2,750"
1994,"St. Elizabeth's, Brighton, Boston","$1,595"
1995,"Seaport District, D Street - West Broadway, South Boston, Boston","$2,967"
1996,"Seaport District, D Street - West Broadway, South Boston, Boston","$6,010"
1997,"Thompson Square - Bunker Hill, Charlestown, Boston","$2,910"
1998,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,524"
1999,"Seaport District, D Street - West Broadway, South Boston, Boston","$5,890"
2000,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,700"
2001,"Beacon Hill, Boston","$2,750"
2002,"Mid-Cambridge, Cambridge","$2,800"
2003,"South Medford, Medford","$2,300"
2004,"Spring Hill, Somerville","$2,250"
2005,"D Street - West Broadway, South Boston, Boston","$2,462"
2006,"West End, Boston","$4,340"
2007,"Jamaica Hills - Pond, Jamaica Plain, Boston","$3,150"
2008,"Downtown Boston, Boston","$5,602"
2009,"D Street - West Broadway, South Boston, Boston","$2,746"
2010,"D Street - West Broadway, South Boston, Boston","$2,447"
2011,"D Street - West Broadway, South Boston, Boston","$2,729"
2012,"Commonwealth, Brighton, Boston","$1,595"
2013,"Strawberry Hill, Cambridge","$2,785"
2014,"Strawberry Hill, Cambridge","$2,208"
2015,"Commonwealth, Brighton, Boston","$3,195"
2016,"Mission Hill, Boston","$3,800"
2017,"Downtown Boston, Boston","$5,707"
2018,"Waverley Square, Belmont","$2,295"
2019,"Cushing Square, Belmont","$2,850"
2020,Stoughton,"$1,721"
2021,"East Cambridge, Cambridge","$1,600"
2022,"North End, Boston","$2,900"
2023,Canton,"$1,800"
2024,"Thompson Square - Bunker Hill, Charlestown, Boston","$5,625"
2025,"Thompson Square - Bunker Hill, Charlestown, Boston","$5,085"
2026,"Oak Hill, Newton","$1,800"
2027,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,350"
2028,"Medical Center Area, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,850"
2029,"West Everett, Everett","$2,100"
2030,"Belvidere, Lowell","$1,800"
2031,"Beacon Hill, Boston","$2,900"
2032,"Harrison Lenox, South End, Boston","$3,745"
2033,"Hyde Square, Jamaica Plain, Boston","$2,800"
2034,"Mission Hill, Boston","$1,750"
2035,"Mid-Cambridge, Cambridge","$2,700"
2036,"East Cambridge, Cambridge","$3,350"
2037,"Prudential - St. Botolph, Back Bay, Boston","$4,490"
2038,"Downtown Boston, Boston","$5,707"
2039,"Downtown Boston, Boston","$2,699"
2040,"Downtown Boston, Boston","$5,512"
2041,"Downtown Boston, Boston","$5,707"
2042,"D Street - West Broadway, South Boston, Boston","$4,283"
2043,"D Street - West Broadway, South Boston, Boston","$2,461"
2044,"D Street - West Broadway, South Boston, Boston","$3,576"
2045,Billerica,"$1,725"
2046,"Beacon Hill, Boston","$3,800"
2047,"East Cambridge, Cambridge","$3,000"
2048,"Central Maverick Square - Paris Street, East Boston, Boston","$3,550"
2049,"Lower Washington - Mount Hope, Roslindale, Boston","$3,750"
2050,Dracut,"$1,395"
2051,"Jamaica Central - South Sumner, Jamaica Plain, Boston","$3,000"
2052,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,710"
2053,"St. Elizabeth's, Brighton, Boston","$2,145"
2054,Canton,"$1,643"
2055,"East Cambridge, Cambridge","$3,000"
2056,"Bay Village, Boston","$1,515"
2057,"North End, Boston","$2,650"
2058,"Riverside, Cambridge","$2,995"
2059,"Riverside, Cambridge","$3,355"
2060,"St. Elizabeth's, Brighton, Boston","$2,050"
2061,"Auburndale, Newton","$2,250"
2062,"Waterfront, North End, Boston","$3,750"
2063,"West Everett, Everett","$2,000"
2064,"Coolidge Corner, Brookline","$2,900"
2065,"Mission Hill, Boston","$1,899"
2066,"Harrison Lenox, South End, Boston","$3,000"
2067,Norwood,"$1,895"
2068,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,700"
2069,"Chinatown - Leather District, Boston","$3,974"
2070,"Newton Center, Newton","$7,000"
2071,"Linden, Maplewood, Malden","$2,400"
2072,"Oak Square, Brighton, Boston","$2,200"
2073,"East Cambridge, Cambridge","$3,350"
2074,"Strawberry Hill, Cambridge","$2,013"
2075,Billerica,"$1,695"
2076,"Thompson Square - Bunker Hill, Charlestown, Boston","$4,300"
2077,"Prospect Hill, Somerville","$3,470"
2078,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,400"
2079,"North End, Boston","$3,675"
2080,Dracut,"$1,250"
2081,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,900"
2082,"Commonwealth, Brighton, Boston","$2,700"
2083,"Jeffries Point - Airport, East Boston, Boston","$1,700"
2084,"Washington Square, Brookline","$2,750"
2085,"Mission Hill, Boston","$2,300"
2086,"St. Elizabeth's, Brighton, Boston","$2,300"
2087,"Seaport District, D Street - West Broadway, South Boston, Boston","$4,258"
2088,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,725"
2089,"Seaport District, D Street - West Broadway, South Boston, Boston","$2,657"
2090,"Beacon Hill, Boston","$4,000"
2091,"Follen Heights, Lexington","$5,700"
2092,"Huron Village, West Cambridge, Cambridge","$1,700"
2093,"Downtown Boston, Boston","$3,549"
2094,Randolph,"$1,765"
2095,"Columbus, South End, Boston","$1,850"
2096,"St. Elizabeth's, Brighton, Boston","$1,995"
2097,"North Cambridge, Cambridge","$4,600"
2098,"Winchester Town Center, Winchester","$2,300"
2099,"Oak Square, Brighton, Boston","$2,700"
2100,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$7,000"
2101,"Jamaica Hills - Pond, Jamaica Plain, Boston","$3,600"
2102,"Downtown Woburn, Woburn","$1,575"
2103,"Brookline Village, Brookline","$2,800"
